feelings,comments,questions
0,-,tp002
0,pay for planet,tp002
2,#### is silly,tp002
3,they shouldn't sell  it at all. fishing is unsustainabe. leave the fish in the sea!!!!,tp002
3,the sea is predicted to be fishless by 2050. no sealife equals no human life. dont eat fish. its never sustainable.,tp002
3,fish are food for whales and other ocean creatures not humans. Leave them in the ocean where they belong.,tp002
1,-,tp002
0,we can have fish now but it will mean we won't have any later,tp002
1,-,tp002
3,-,tp002
2,-,tp002
4,-,tp002
2,-,tp002
0,-,tp002
3,-,tp002
1,-,tp002
3,-,tp002
2,-,tp002
4,-,tp002
2,-,tp002
3,-,tp002
1,-,tp002
1,bc we need to be more sustainable,tp002
0,-,tp002
3,cause it no good for cookieboi,tp002
4,its NOT WORTH THE $$,tp002
4,-,tp002
0,we need to conserv our planet. there is only one,tp002
0,living sustainably should be made as easy as possible. That means suppliers taking responsibility.,tp002
0,exciting thatwearelooking forsolutions and forcngthem on corporations whoare in a large aprt to blame for the excess polution and poverty by pushing down prices and incomes,tp002
1,-,tp002
0,-,tp002
0,-,tp002
1,-,tp002
2,-,tp002
2,-,tp002
0,-,tp002
3,-,tp002
1,tree,tp002
3,-,tp002
1,-,tp002
0,im exited,tp002
3,worried,tp002
1,###### ######,tp002
2,###,tp002
1,-,tp002
0,-,tp002
0,-,tp002
1,-,tp002
0,-,tp002
1,-,tp002
1,-,tp002
0,I thnk that all life should live together in harmony. No life is more precious than any other.,tp002
1,-,tp002
1,-,tp002
1,-,tp002
1,-,tp002
0,-,tp002
0,Because i think it is a great idea and i am excited to see what will happen.,tp002
1,cause i think it is a great idea,tp002
1,cause i think it is a great idea,tp002
0,I love the idea .... i sounds awesome.,tp002
1,I am very hopeful that people will love the idea...,tp002
1,i think every thing is cool,tp002
0,the value should return to what it was once before where you would not it daily,tp002
1,catching fsIh sustainably is a good step. but cleaning up the ocean itself and stopping global warmng will be much more helpful. its a good stepping stone and should be provided as an alternative to current practices.,tp002
1,pray,tp002
0,-,tp002
0,sustainability and longterm measurere moreimportnt thab shortterm businesses,tp002
1,idk,tp002
0,-,tp002
1,-,tp002
0,because we need to loo after our fisheries,tp002
0,its vital for our mokopono,tp002
0,-,tp002
0,-,tp002
0,"lyju*""':;!//",tp002
1,-,tp002
2,##,tp002
0,-,tp002
1,-,tp002
1,because one of he pepol in ower family atriing to save native birds,tp002
3,-,tp002
0,-,tp002
1,-,tp002
3,-,tp002
0,-,tp002
0,-,tp002
1,-,tp002
0,it will balance back things,tp002
1,causei think it is a great idea,tp002
0,I am excited because  think it will be a great idea,tp002
1,cause i think it is a great idea,tp002
0,I am super excited the chage that happens,tp002
1,I think that cause I think it is a great idea,tp002
1,I am super hopeful that this idea will work.,tp002
3,Will people like the idea... Would the fish taste nice....,tp002
4,because I don't think it is a good idea,tp002
0,because it is awesome,tp002
1,-,tp002
2,-,tp002
2,-,tp002
2,i dont really care because fish is gross,tp002
0,i dont care because i dont get it,tp002
0,-,tp002
0,-,tp002
1,-,tp002
1,-,tp002
1,-,tp002
1,-,tp002
1,-,tp002
0,better,tp002
0,-,tp002
1,-,tp002
0,-,tp002
4,-,tp002
1,-,tp002
0,-,tp002
1,-,tp002
1,-,tp002
3,-,tp002
1,-,tp002
1,-,tp002
0,fish stocks are deminishin and need protecting,tp002
0,-,tp002
0,-,tp002
4,-,tp002
4,that people are  killing nature,tp002
2,im handsome so i dont care,tp002
1,i am a alien,tp002
2,im handsome so i dont care,tp002
0,i like food,tp002
2,-,tp002
1,-,tp002
1,-,tp002
1,-,tp002
0,-,tp002
1,because maybe it will bring back native fish and protect the current species,tp002
1,-,tp002
0,because it might help the world,tp002
1,-,tp002
0,we need to save fish for the future,tp002
1,i dont know,tp002
1,-,tp002
1,it seems like a good idea,tp002
0,-,tp002
1,-,tp002
0,-,tp002
1,-,tp002
1,-,tp002
0,-,tp002
0,saTDDDRDRTRST,tp002
2,dghsstyygfyusjeaf,tp002
4,-,tp002
1,-,tp002
2,#### you ####,tp002
4,thats a bloody ripoff,tp002
4,#### you,tp002
3,#### #####,tp002
2,suck a ####,tp002
0,-,tp002
1,-,tp002
1,-,tp002
2,-,tp002
1,-,tp002
4,HALLO,tp002
4,-,tp002
0,itsgood,tp002
2,thats for the next generations problems,tp002
0,Beacuase its good,tp002
1,i say wipe on dat nsy nay,tp002
0,Fish can be happily swimming in the seas,tp002
0,-,tp002
0,I think this because wold hunger is a big problem so if fish are more expenive then less people can eat there for making  every one more hungry,tp002
0,reeeee,tp002
0,noce,tp002
1,-,tp002
0,muy bueno,tp002
0,-,tp002
0,-,tp002
0,sustainabiity should evolve into one of our greatest goods,tp002
0,people care,tp002
0,-,tp002
0,-,tp002
1,-,tp002
0,-,tp002
1,-,tp002
0,fish ecosystems are importabt and imact the climate,tp002
1,we need to do our best to preserve and restore wild fish stocks,tp002
1,-,tp002
1,-,tp002
0,BIODIVERSITY CAN BE SUSTAINED,tp002
0,###### is awesome,tp002
1,###,tp002
1,-,tp002
1,-,tp002
1,-,tp002
1,-,tp002
4,this is ######,tp002
0,to keep fishstocks plentiful forthesake of iur planet and ourgrandchildren,tp002
2,-,tp002
0,good idea,tp002
0,-,tp002
2,-,tp002
1,hellllllooooo,tp002
1,-,tp002
2,-,tp002
0,-,tp002
2,i dont really buy fish so i dnt care,tp002
2,food taste good,tp002
1,i  like food do you,tp002
0,-,tp002
1,-,tp002
1,better for people and environment,tp002
0,-,tp002
0,-,tp002
0,-,tp002
0,-,tp002
1,-,tp002
1,-,tp002
0,responsible management of earths resiurces,tp002
0,we need to be more sustainable,tp002
0,to protect our fragile ecosystems,tp002
1,-,tp002
1,its kind.,tp002
1,-,tp002
0,its a good a ideafor some peope,tp002
1,-,tp002
1,-,tp002
3,-,tp002
0,to see m cat,tp002
3,Fish does need to be obtinable to everyone. sustainable fish shouldbe optional,tp002
1,we  need t look fer our envribnment better,tp002
0,its the only way towards to garenty sea food for future generations,tp002
0,logical,tp002
4,we should only eat lant based foods,tp002
1,-,tp002
0,-,tp002
1,-,tp002
2,its going down the pipe anyway. stophaving babi,tp002
0,-,tp002
0,-,tp002
1,-,tp002
0,-,tp002
1,#####,tp002
3,could have shit on it that could caues diarea and other stuff that could have diesease on it,tp002
3,hi #######,tp002
4,######,tp002
0,-,tp002
1,-,tp002
0,logic,tp002
0,I DON't think that fish should be extinced,tp002
1,if all of nz got on board that would be amazing,tp002
1,fish have rights too,tp002
0,it will protect the ocean populations and other species,tp002
1,it would be better for the whole species of fish as well as the oceans.,tp002
0,THE ONLY WAY TO SAVE THE SEAS,tp002
1,-,tp002
1,-,tp002
0,its the only way to keep living on this planet forcoming generations,tp002
1,-,tp002
0,-,tp002
0,we need to think about how we manage all our resources,tp002
1,i hope the human populationwakes up tp the dilema we face,tp002
1,-,tp002
1,-,tp002
1,-,tp002
1,-,tp002
1,-,tp002
0,-,tp002
0,it will taste good,tp002
0,because,tp002
0,-,tp002
2,i love the planet and fish,tp002
1,-,tp002
1,-,tp002
3,-,tp002
1,-,tp002
0,FISH SHOULD BE LEFTA LONE. NOT EATED,tp002
0,I DON'T WANT TO SWIM ALONE,tp002
2,hateit,tp002
2,loveit,tp002
0,-,tp002
0,afxewg,tp002
2,because i thinhk it sucs,tp002
3,happy,tp002
4,it suss,tp002
1,hopfuly kiwis will not go IXTINKT,tp002
0,I AM KIND TO OTHER PEOPLE AND THEY ARE KIND TO ME,tp002
3,i am worried that kiwis will go ixtinct,tp002
0,-,tp002
0,-,tp002
0,-,tp002
1,helpthe fish popuations,tp002
0,tino kino te mate o ngaika,tp002
0,-,tp002
0,because if thisdsnt happen we mayhave fshlessoceans by 2048,tp002
0,we are causing a gobal extinction event at a level not seen since the KT extinction. only through significant action can we stop this and ultimtely save the human race from extinction too,tp002
0,Because if we do not start to manage our global fisheries in a sustainible way and tackle IUU fishing trade we could see fishless oceans by 2048!,tp002
1,-,tp002
0,-,tp002
0,-,tp002
0,-,tp002
0,i think it was very cool and imbrasing,tp002
1,it was very fun and exiting,tp002
1,-,tp002
1,-,tp002
1,-,tp002
0,it is important to protect fish,tp002
0,-,tp002
4,because it should have been te norm for the last 50 years.,tp002
1,-,tp002
1,-,tp002
1,-,tp002
0,-,tp002
1,that futurevgeberations willgethtvwe do,tp002
0,nz is awesome,tp002
1,ecosystem sustainability,tp002
2,i like fish,tp002
1,-,tp002
1,-,tp002
0,-,tp002
0,we should eat local and in litlle quantity,tp002
1,-,tp002
1,with the impending possiblity of losing many innocent lives.. many people will  see the importance and will take part.,tp002
0,to protect dolphins,tp002
0,save our ocean ecosystems,tp002
1,Doing this would help  our ecosystem recover and protect the dolphins,tp002
1,-,tp002
3,it s sad,tp002
0,-,tp002
0,i am excited because it is nearly christmas.,tp002
2,ehhhhhh,tp002
0,-,tp002
0,-,tp002
1,we need sustainable food chains,tp002
3,potato,tp002
0,-,tp002
0,becuse we dont want to completely deplete the oceans,tp002
1,-,tp002
1,-,tp002
1,-,tp002
0,because i wont fish to be in our oceans for years to come,tp002
0,Because we want fish to stick around so we can keep eating them as treats - yum!,tp002
1,-,tp002
1,-,tp002
1,-,tp002
1,we only have one earthand sea; lets appreciate it,tp002
2,fish is fish,tp002
0,i like ######,tp002
1,-,tp002
1,-,tp002
1,-,tp002
0,-,tp002
2,-,tp002
1,-,tp002
0,-,tp002
0,because itisbad,tp002
3,u fat,tp002
2,### ###,tp002
0,i think that thy shuldb o tveusibg thst fih. go magnet magnet,tp002
2,i hateknowledge,tp002
0,#### #########,tp002
0,hey turn down. turn down for what!!!!!!!!! #####,tp002
2,###### ####,tp002
2,####,tp002
0,follow me on instsgram ############,tp002
2,if u read this please comment back,tp002
4,-,tp002
0,fart fart fart,tp002
2,i dont care ####,tp002
0,suscribe to #########,tp002
0,did you know fish  farts?,tp002
2,dont careahntony,tp002
0,dont care dale,tp002
1,dont care ####,tp002
1,suscribe to #########,tp002
1,dont care # ######,tp002
0,shush,tp002
2,ggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggdie in a holeggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggg,tp002
3,i am worried about ###### for he would look like in the future,tp002
2,dont care a,tp002
0,ggrfbfddhdddhdhdhdhdsakaishidhiihidihihdhdhfhgggggghghhfgdsgahhfffsghdshsbjeidksansiiiwihdofioh,tp002
0,-,tp002
1,corporate responsibiity is crucial for lasting change,tp002
0,-,tp002
0,-,tp002
1,if more sustainable options were readily available more and more people will choose it,tp002
1,-,tp002
0,our grandkids should get yummy food too,tp002
0,gd init,tp002
1,-,tp002
1,-,tp002
1,-,tp002
0,this ill sustain the oceans,tp002
0,important to keep lifem?,tp002
0,future generations need us to make the right choice now!,tp002
3,capatilist andpoaching make money seems like big chainsdont care,tp002
1,THE FISHING INDUSTRY IS ONE OF HE BIGGEST CONTRIBUTORS TO OCEAN POLLUTION AND ETHICAL CLEAN FISHIN WOULD REDUCE THIS,tp002
1,i thnk we should live with eirth and not off it,tp002
0,-,tp002
0,its our duty to preserve thelifeof the anials on thisplanet,tp002
1,better long term,tp002
0,Need to sustain at risk fish,tp002
0,-,tp002
1,Seems fair,tp002
1,-,tp002
0,-,tp002
0,-,tp002
1,-,tp002
0,-,tp002
0,-,tp002
0,sustainability is important,tp002
1,-,tp002
0,cause im here.,tp002
1,-,tp002
1,######,tp002
0,our fish stocks are depleatibg at an excessive rate,tp002
0,I DONT EAT FISH OFTEN. SO WEN I Do I would be alright with paying apremium to ensure it is sustainable. international fish stocks are depleting and should be monitored and protected for environmental integrity and viability.,tp002
0,it should be common,tp002
4,-,tp002
1,-,tp002
1,-,tp002
3,ethically those who use fish to supportthir businesses either by selling or consuming now haveto pay a higherprice for fish and become worse off as the price increases,tp002
0,-,tp002
0,-,tp002
1,-,tp002
1,-,tp002
0,-,tp002
1,-,tp002
0,-,tp002
3,we shuldnt be eatibgfish at all,tp002
0,-,tp002
2,idk,tp002
2,idk,tp002
2,#### this #### ####### ## ###,tp002
1,-,tp002
1,-,tp002
1,-,tp002
1,-,tp002
1,-,tp002
2,people cant afford to live in this shithole country with low wages and impossible rents and elites like you are worried about fxxking fish,tp002
1,we need to do more. do our part especially the businesses.,tp002
0,-,tp002
0,because it is what weNEED  to do to rotect our  ocean,tp002
4,-,tp002
1,-,tp002
1,-,tp002
0,-,tp002
0,-,tp002
0,-,tp002
0,-,tp002
0,-,tp002
0,-,tp002
0,-,tp002
0,-,tp002
0,this makes people concious about fish consumption,tp002
3,we are too greedy to make the changes we need,tp002
0,this is needed,tp002
1,-,tp002
1,supermarkets and the food industry have a duty to respect the produce they catch/ kill and higher prices  will encourage less waste and more respect towards the food they eat and where it comes from,tp002
1,-,tp002
0,-,tp002
0,-,tp002
1,-,tp002
0,-,tp002
0,because our oceans need protecting,tp002
1,-,tp002
0,better 4 the world,tp002
1,-,tp002
0,-,tp002
0,because sustainability is important,tp002
0,because other wise we will run out of fish anyway,tp002
1,-,tp002
1,why not,tp002
1,-,tp002
4,-,tp002
1,-,tp002
1,we would then appreciate our food,tp002
0,its vital to retain  natural stocks for the future and prevent overfishing and disease,tp002
0,-,tp002
1,-,tp002
1,-,tp002
1,THE EARTH NEEDS SAVING,tp002
1,i dont knw its a feeling,tp002
1,-,tp002
1,iam hungry,tp002
0,-,tp002
1,i think if we catch more sustainable fish the less sustainable can grow in numbers abd even if it costs more fish came first,tp002
0,-,tp002
0,worried,tp002
0,-,tp002
1,-,tp002
1,-,tp002
1,The message is starting to get through to society in general.,tp002
0,-,tp002
1,-,tp002
3,gdgddh,tp002
0,-,tp002
1,-,tp002
0,-,tp002
1,-,tp002
1,-,tp002
0,-,tp002
0,-,tp002
3,-,tp002
1,the majority and whats important to them is less than nothing in the grand scheme of things its about what a handful of the fiscaly imbued dictate,tp002
1,-,tp002
1,-,tp002
0,-,tp002
1,-,tp002
1,our food habits are destroing our planet,tp002
0,We want tobe preserving whatisavailable not using beyond our requirements!,tp002
0,-,tp002
1,-,tp002
2,i mean i dont really eat fishso it doesnt matterto me,tp002
1,it would be positive,tp002
0,-,tp002
0,Cause fish arentusually selled at stores,tp002
1,i dont really eat fish,tp002
0,-,tp002
1,-,tp002
0,-,tp002
2,they should leave all fish in the ocean where they belong,tp002
0,i da,tp002
0,i am a vegan,tp002
4,-,tp002
1,-,tp002
1,the fish are part of our environment. we need to protect them,tp002
0,-,tp002
1,better for the ecologynd econmy,tp002
0,-,tp002
1,This would be such a good start to a better world,tp002
0,one day a taniwha......,tp002
0,-,tp002
1,-,tp002
4,-,tp002
1,to help all people in the world,tp002
0,man is his own worst enemy. he needs to start thinking about the future now.,tp002
0,my grandchildrenshould b able to enjoy the taste of fish,tp002
1,-,tp002
1,-,tp002
1,-,tp002
1,conservvation is far more important than humans having access to any delicacy,tp002
1,because its bad for the economy. taking too much will exhaust not only the rescource but the homes of the fish.,tp002
0,-,tp002
0,-,tp002
0,sustainable,tp002
1,-,tp002
1,we are running out of fish,tp002
1,because obviously if some close -to-extinction fish are caught whatare we neabt to do?,tp002
0,-,tp002
1,-,tp002
2,#### this stoopidass hoe,tp002
